Ticker,Short Name,Price,Pe Ratio,Peg Ratio,Eps Ttm,Total Revenue,Growth,3-4 Year Sales Growth,Cagr,Ebit,Enterprise Value,Invested Capital,Roic,Dividendyield,Dividend Yield%,Earnings Growth,Roe,Roa,Debt To Equity,Pb Ratio,Free Cash Flow,Market Cap,Rev Growth,Sector
HNR1,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
IHG.L,INTERCONTINENTAL HOTELS GROUP P,8824.0,24.93,1.19,3.54,4922999808.0,20.87,69.35,15.75,,16353126400.0,962000000.0,,1.46,0.0,-0.03,,0.14,0.0,-601.34,598000000.0,13496397824.0,0.08,Consumer Cyclical
HAL,Halliburton Company,20.9,9.81,11.42,2.13,22233999360.0,0.86,50.01,11.92,2887000000.0,24384382976.0,18049000000.0,0.16,3.26,0.03,-0.33,0.18,0.08,0.81,1.7,1702749952.0,17819381760.0,-0.06,Energy
BURL,"Burlington Stores, Inc.",271.26,34.12,,7.95,10768538624.0,0.0,14.08,3.72,766730000.0,22288869376.0,3004074000.0,0.26,,0.0,0.28,0.44,0.06,3.94,12.5,-447930624.0,17546291200.0,0.06,Consumer Cyclical
KEY,KeyCorp,17.61,,,-0.08,4743000064.0,0.0,-37.58,-12.26,,33919643648.0,31801000000.0,,4.71,0.05,0.55,0.01,0.0,0.0,1.15,,19309717504.0,0.2,Financial Services
GEN,Gen Digital Inc.,30.45,27.43,0.82,1.11,4227000064.0,33.52,40.74,9.95,1607000000.0,25477588992.0,10528000000.0,0.15,1.77,0.01,-0.25,0.28,0.07,3.75,7.94,1298625024.0,18747334656.0,0.3,Technology
TEVA,Teva Pharmaceutical Industries ,16.37,,,-0.15,16627999744.0,0.0,4.19,1.15,865000000.0,34075088896.0,24054000000.0,0.04,,0.0,,-0.02,0.05,2.57,2.75,1603500032.0,18778845184.0,0.0,Healthcare
SAAB-B.ST,SAAB AB ser. B,503.4,52.33,1.91,9.62,69973999616.0,27.36,62.82,14.49,7204000000.0,282797867008.0,46824000000.0,0.15,0.38,0.0,0.53,0.14,0.04,0.25,6.82,2108125056.0,270143062016.0,0.3,Industrials
EVO.ST,Evolution AB,876.4,13.4,,65.42,2249495040.0,0.0,93.03,20.03,1255573000.0,177465819136.0,3728860000.0,0.34,3.49,0.0,-0.08,0.33,0.18,0.02,47.8,960188032.0,177516576768.0,0.03,Consumer Cyclical
ZM,"Zoom Communications, Inc.",71.57,21.49,,3.33,4698913792.0,0.0,13.79,3.65,851865000.0,13931064320.0,8902368000.0,0.1,,0.0,0.18,0.12,0.05,0.01,2.44,1784778368.0,21662375936.0,0.03,Technology
STLAM,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
MT,Arcelor Mittal NY Registry Shar,33.6,10.24,,3.28,60634001408.0,0.0,-18.45,-5.51,2296000000.0,35075440640.0,66930000000.0,0.03,1.7,0.02,2.56,0.05,0.01,0.24,0.47,-220500000.0,25552461824.0,-0.02,Basic Materials
PSTG,"Pure Storage, Inc.",58.58,154.16,1.62,0.38,3253169920.0,95.28,45.27,10.92,183609000.0,17838800896.0,1344055000.0,0.14,,0.0,,0.1,0.02,0.22,15.4,414178112.0,19145820160.0,0.12,Technology
PKG,Packaging Corporation of Americ,196.43,19.6,1.7,10.02,8640799744.0,11.55,8.45,2.28,1245600000.0,19509305344.0,7107300000.0,0.18,2.57,0.03,0.21,,,0.62,3.9,,17674770432.0,0.05,Consumer Cyclical
MKC,"McCormick & Company, Incorporat",70.32,24.5,2.93,2.87,6742799872.0,8.36,6.42,1.74,1107200000.0,23231500288.0,10056300000.0,0.11,2.56,0.02,-0.05,0.14,0.05,0.79,3.37,428837504.0,18873114624.0,0.01,Consumer Defensive
8308.T,RESONA HOLDINGS,1415.5,15.31,1.49,92.43,1014733012992.0,10.29,17.12,4.49,,-7356778283008.0,9538467000000.0,,2.05,0.02,0.27,0.08,0.0,0.0,1.16,,3219257294848.0,0.13,Financial Services
FTV,Fortive Corporation,47.1,21.22,0.85,2.22,6147899904.0,24.83,18.59,4.85,1034500000.0,19087341568.0,15194300000.0,0.07,0.67,0.01,-0.15,0.07,0.04,0.48,1.53,1288925056.0,15935625216.0,-0.02,Technology
NTRA,"Natera, Inc.",151.95,,,-1.47,1964249984.0,0.0,171.29,31.92,-180757000.0,19891238912.0,1320020000.0,-0.14,,0.0,,-0.24,-0.11,0.15,16.63,,20748316672.0,0.32,Healthcare
KER,Kernel Holding SA,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
COL.AX,COLESGROUP FPO [COL],20.65,24.88,,0.83,44515999744.0,0.0,11.92,3.17,,37678399488.0,5269000000.0,,3.34,0.03,-0.02,0.3,0.06,2.85,7.33,300375008.0,27698049024.0,0.04,Consumer Defensive
RS,"Reliance, Inc.",285.03,20.62,,13.82,13691400192.0,0.0,-1.83,-0.51,1110900000.0,16493537280.0,8659800000.0,0.13,1.68,0.02,-0.13,0.1,0.06,0.24,2.07,642524992.0,14990725120.0,0.0,Basic Materials
EVRG,"Evergy, Inc.",72.42,19.9,3.05,3.64,5890800128.0,6.52,4.66,1.27,1472500000.0,31258142720.0,24770500000.0,0.06,3.65,0.0,0.02,0.09,0.03,1.44,1.67,-467612512.0,16667825152.0,0.03,Utilities
4307.T,NOMURA RESEARCH INSTITUTE,6102.0,37.25,,163.8,772473028608.0,0.0,25.04,6.4,63227000000.0,3589042339840.0,679983000000.0,0.09,1.25,0.01,0.17,0.23,0.1,0.6,7.88,73287499776.0,3491003105280.0,0.04,Technology
CF,"CF Industries Holdings, Inc.",80.91,10.6,0.53,7.63,6447000064.0,19.86,-9.21,-2.65,2043000000.0,17678239744.0,7936000000.0,0.26,2.41,0.02,-0.08,0.2,0.09,0.43,2.66,1545624960.0,13108230144.0,0.2,Basic Materials
TXT,Textron Inc.,77.02,17.35,0.92,4.44,14062000128.0,18.76,10.66,2.85,1037000000.0,16460371968.0,11167000000.0,0.09,0.1,0.0,-0.05,0.11,0.04,0.55,1.85,617249984.0,13725347840.0,0.05,Industrials
STMPA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BALL,Ball Corporation,54.06,26.76,,2.02,12396999680.0,0.0,-14.6,-4.29,1014000000.0,21657073664.0,12233000000.0,0.08,1.48,0.01,0.34,0.1,0.04,1.33,2.79,549750016.0,14712375296.0,0.13,Consumer Cyclical
SCMN.SW,SWISSCOM N,578.5,22.5,117.62,25.71,12096000000.0,0.19,-1.31,-0.37,1925000000.0,45850820608.0,11594000000.0,0.17,3.82,0.0,-0.19,0.12,0.04,1.35,2.47,2244096000.0,29967398912.0,0.39,Communication Services
PNDORA.CO,Pandora A/S,1032.5,15.45,1.31,66.82,32192999424.0,11.75,35.42,8.78,7853000000.0,96060964864.0,13828000000.0,0.57,1.93,0.02,0.14,1.38,0.2,3.97,21.18,6126875136.0,79264202752.0,0.08,Consumer Cyclical
6971.T,KYOCERA CORP,1900.0,111.11,0.69,17.1,1993623994368.0,161.76,9.54,2.56,74690000000.0,2582796042240.0,3464751000000.0,0.02,2.63,0.03,0.01,0.01,0.01,0.1,0.81,-131024625664.0,2672102998016.0,-0.04,Industrials
L,Loews Corporation,93.77,14.88,,6.3,18061000704.0,0.0,25.58,6.53,2227000000.0,23749373952.0,26461000000.0,0.08,0.27,0.0,0.06,0.08,0.02,0.49,1.11,3393625088.0,19450335232.0,0.07,Financial Services
SNA,Snap-On Incorporated,321.8,17.14,2.48,18.78,5070900224.0,6.91,11.01,2.94,1365600000.0,16652372992.0,6919200000.0,0.2,2.67,0.03,-0.08,0.19,0.1,0.23,2.94,653512512.0,16786181120.0,0.0,Industrials
6201.T,TOYOTA INDUSTRIES CORP,16285.0,18.99,,857.38,4049764876288.0,0.0,51.01,12.12,139315000000.0,6230020980736.0,6634768000000.0,0.02,1.72,0.02,-0.08,0.05,0.01,0.35,0.99,216805867520.0,4893235478528.0,-0.03,Industrials
TSN,"Tyson Foods, Inc.",57.04,25.93,0.45,2.2,54145998848.0,57.0,13.31,3.53,1649000000.0,27940085760.0,27403000000.0,0.06,3.55,0.04,-0.68,0.04,0.04,0.49,1.11,1496125056.0,20293062656.0,0.04,Consumer Defensive
IFF,International Flavors & Fragran,63.56,,0.79,-1.54,11303000064.0,0.0,-1.48,-0.41,-205000000.0,22527320064.0,20588000000.0,-0.01,2.49,0.02,2.6,-0.03,0.02,0.47,1.13,3240750080.0,16289602560.0,-0.04,Basic Materials
7013.T,IHI CORPORATION,16740.0,22.47,,744.93,1616458940416.0,0.0,38.7,9.51,88996000000.0,2973183246336.0,871122000000.0,0.1,0.48,0.01,-0.38,0.23,0.04,0.99,5.17,110784372736.0,2533833310208.0,-0.03,Industrials
EQH,"Equitable Holdings, Inc.",51.98,42.61,,1.22,13959999488.0,0.0,63.34,14.59,2262000000.0,8777561088.0,7334000000.0,0.31,2.15,0.02,,0.25,0.0,2.3,-198.4,,15682365440.0,-0.37,Financial Services
ILMN,"Illumina, Inc.",94.56,11.97,,7.9,4284000000.0,0.0,-3.4,-0.96,1506000000.0,15976871936.0,4249000000.0,0.35,,0.0,,0.68,0.04,1.15,6.45,111375000.0,14968847360.0,-0.05,Healthcare
5020.T,ENEOS HOLDINGS INC,833.7,213.22,,3.91,12322493956096.0,0.0,12.83,3.41,189233000000.0,4445456826368.0,5437443000000.0,0.03,3.69,0.03,,0.02,0.02,0.77,0.72,281329762304.0,2242961473536.0,,Energy
WAT,Waters Corporation,281.2,25.36,5.09,11.09,3046055936.0,4.98,6.19,1.68,860233000.0,17966200832.0,3616778000.0,0.24,,0.0,0.03,0.37,0.12,0.74,7.75,465317376.0,16738178048.0,0.09,Healthcare
9531.T,TOKYO GAS CO,5535.0,28.82,,192.06,2697320988672.0,0.0,22.37,5.76,109366000000.0,3128272093184.0,3033451000000.0,0.04,1.45,0.01,4.11,0.09,0.03,0.75,1.24,,1971998818304.0,0.1,Utilities
ORG.AX,ORIGIN ENE FPO [ORG],11.94,14.56,,0.82,16965000192.0,0.0,34.48,8.57,,23735853056.0,12356000000.0,,5.03,0.05,0.02,0.14,0.03,0.4,1.98,-466750016.0,20569632768.0,0.1,Utilities
823.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
STO.AX,SANTOS FPO [STO],7.88,13.59,,0.58,5381000192.0,0.0,14.66,3.87,,30387660800.0,21404000000.0,,4.5,0.03,-0.06,0.08,0.03,0.43,1.64,622000000.0,25592428544.0,-0.09,Energy
OKTA,"Okta, Inc.",91.55,140.85,0.49,0.65,2680999936.0,284.65,100.77,21.35,140000000.0,14249959424.0,7425000000.0,0.02,,0.0,,0.02,0.0,0.14,2.44,812499968.0,16027932672.0,0.12,Technology
DOW,Dow Inc.,21.22,,,-1.38,41819000832.0,0.0,-21.84,-6.61,350000000.0,32047122432.0,32961000000.0,0.01,6.48,0.13,,-0.05,0.01,0.97,0.87,-748625024.0,15318123520.0,-0.07,Basic Materials
DECK,Deckers Outdoor Corporation,101.68,15.64,1.79,6.5,5124803072.0,8.73,58.26,13.59,1280633000.0,13706359808.0,2467479000.0,0.52,,0.0,0.2,0.44,0.21,0.13,6.12,718363648.0,15114732544.0,0.17,Consumer Cyclical
CHRW,"C.H. Robinson Worldwide, Inc.",116.78,26.54,2.56,4.4,17012580352.0,10.37,-23.28,-7.09,756690000.0,15326417920.0,3138622000.0,0.24,2.1,0.02,0.21,0.32,0.09,0.95,7.74,576097024.0,13790666752.0,-0.08,Industrials
9735.T,SECOM CO,5792.0,22.29,,259.9,1199942008832.0,0.0,14.3,3.78,86018000000.0,2064195125248.0,1314744000000.0,0.07,1.74,0.02,0.12,0.09,0.04,0.05,1.9,21994749952.0,2387502956544.0,0.05,Industrials
SGSN.SW,SGS N,81.82,25.81,3.46,3.17,6880999936.0,7.46,6.07,1.65,,19196770304.0,4109000000.0,,3.81,0.04,0.18,0.94,0.09,6.1,24.7,914374976.0,15837570048.0,0.03,Industrials
8309.T,SUMITOMO MITSUI TRUST GP INC,4048.0,11.26,2.98,359.46,1532898967552.0,3.78,30.71,7.72,,-3911094370304.0,22523345000000.0,,3.95,0.04,0.36,,,0.0,0.91,,2851346317312.0,0.01,Financial Services
BAMI,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TW,Tradeweb Markets Inc.,135.44,52.29,3.95,2.59,1931872000.0,13.24,60.34,14.0,835599000.0,28554489856.0,6097771000.0,0.14,0.35,0.0,0.29,0.1,0.08,0.01,4.74,,29586731008.0,0.27,Financial Services
ESSITY-B.ST,Essity AB ser. B,244.2,13.8,3.03,17.69,143240003584.0,4.56,43.44,10.53,18424000000.0,203830820864.0,80798000000.0,0.23,3.37,0.03,-0.08,0.15,0.07,0.51,2.08,7557125120.0,167985184768.0,-0.07,Consumer Defensive
BLDR,"Builders FirstSource, Inc.",132.2,19.85,,6.66,15944359936.0,0.0,-17.56,-5.22,1227897000.0,19737880576.0,8855138000.0,0.14,,0.0,-0.46,0.18,0.07,1.27,3.5,969905152.0,14614312960.0,-0.05,Industrials
DPZ,Domino's Pizza Inc,440.04,25.7,2.6,17.12,4781233152.0,9.89,8.01,2.16,961878000.0,21102553088.0,1001209000.0,0.96,1.57,0.01,0.22,,0.31,0.0,-3.9,477328864.0,15019665408.0,0.03,Consumer Cyclical
ESS,"Essex Property Trust, Inc.",254.59,20.47,6.7,12.44,1887956992.0,3.05,23.18,5.96,1048314000.0,23351148544.0,12394703000.0,0.08,4.0,0.04,1.38,0.15,0.03,1.17,2.91,928902016.0,17584148480.0,0.06,Real Estate
BAH,Booz Allen Hamilton Holding Cor,110.38,13.56,,8.14,11962000384.0,0.0,43.24,10.49,1406301000.0,17078190080.0,5044000000.0,0.28,1.99,0.02,0.64,0.97,0.12,3.93,12.82,851947008.0,13604224000.0,-0.01,Industrials
SUI,"Sun Communities, Inc.",125.33,,,-0.61,3217100032.0,0.0,41.59,10.13,207100000.0,18872733696.0,11693400000.0,0.02,3.33,0.03,23.44,-0.0,0.02,0.6,2.13,828162496.0,16302300160.0,0.04,Real Estate
RPM,RPM International Inc.,119.65,22.28,2.05,5.37,7372643840.0,10.85,9.91,2.66,889303000.0,18017310720.0,5531969000.0,0.16,1.71,0.02,0.25,0.26,0.08,1.05,5.32,417778240.0,15360188416.0,0.04,Basic Materials
ACM,AECOM,118.43,23.5,1.08,5.04,16074698752.0,21.72,20.72,5.37,1031589000.0,17274701824.0,4811966000.0,0.21,0.87,0.01,-0.02,0.29,0.05,1.18,6.29,628929344.0,15685579776.0,0.01,Industrials
CLX,Clorox Company (The),124.87,19.15,0.6,6.52,7104000000.0,32.01,-3.38,-0.95,1030000000.0,18254612480.0,2564000000.0,0.4,3.93,0.04,0.54,1.69,0.14,5.98,47.92,,15390602240.0,0.04,Consumer Defensive
LISN.SW,LINDT N,116200.0,42.05,0.95,2763.6,5700599808.0,44.18,19.26,5.01,,28491931648.0,6033900000.0,,1.28,0.01,-0.13,0.14,0.07,0.36,5.62,411550016.0,26815473664.0,0.07,Consumer Defensive
MAS,Masco Corporation,69.29,18.38,1.73,3.77,7663000064.0,10.63,-6.53,-1.86,1239000000.0,17574805504.0,2908000000.0,0.43,1.79,0.02,0.05,5.14,0.16,21.49,-172.79,689750016.0,14506831872.0,-0.02,Industrials
SUN.AX,SUNCORP FPO [SUN],20.32,19.17,,1.06,13948000256.0,0.0,10.95,2.93,,23518881792.0,16369000000.0,,4.91,0.05,0.89,0.1,0.02,0.17,1.52,15505878016.0,22005950464.0,0.15,Financial Services
ZBRA,Zebra Technologies Corporation,317.66,29.86,1.25,10.64,5190000128.0,23.95,-11.48,-3.33,798000000.0,17555576832.0,5789000000.0,0.14,,0.0,-0.01,0.16,0.07,0.65,4.46,885374976.0,16151486464.0,0.06,Technology
EXPD,Expeditors International of Was,117.12,19.11,5.34,6.13,11273140224.0,3.58,-35.85,-11.59,1116222000.0,15259210752.0,2195354000.0,0.51,1.3,0.01,0.05,0.39,0.15,0.27,7.21,646033728.0,15826894848.0,0.09,Industrials
FOXA,Fox Corporation,54.02,10.98,,4.92,16300000256.0,0.0,16.65,4.37,3464000000.0,26508021760.0,18564000000.0,0.19,1.04,0.01,1.25,0.2,0.09,0.6,2.02,2585125120.0,22872606720.0,0.06,Communication Services
A5G,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
FPH.NZ,Fisher & Paykel Healthcare Corp,36.69,57.33,,0.64,2020999936.0,0.0,-22.05,-6.68,514400000.0,21385517056.0,1954400000.0,0.26,1.16,0.01,7.85,0.21,0.13,0.08,11.37,436862496.0,21510281216.0,0.14,Healthcare
9766.T,KONAMI GROUP CORPORATION,24560.0,44.19,2.8,555.78,428526993408.0,15.77,40.76,9.96,104505000000.0,3124928970752.0,541757000000.0,0.19,0.68,0.01,0.04,0.16,0.11,0.16,6.85,28975749120.0,3329279655936.0,0.08,Communication Services
REG,Regency Centers Corporation,71.92,33.61,2.87,2.14,1547928064.0,11.71,24.67,6.31,609572000.0,18311618560.0,11252054000.0,0.05,3.89,0.04,0.03,0.06,0.03,0.74,2.02,644622528.0,13136187392.0,0.07,Real Estate
KRZ,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
GMAB.CO,Genmab A/S,1382.0,12.67,1.18,109.07,3230902016.0,10.71,134.38,26.67,1393471441.65,84139794432.0,5302000000.0,0.26,,0.0,0.02,0.23,0.12,0.03,2.39,1010143872.0,84996456448.0,0.19,Healthcare
FDS,FactSet Research Systems Inc.,382.43,27.93,1.97,13.69,2287034112.0,14.19,38.43,9.45,708122000.0,15875134464.0,3585379000.0,0.2,1.14,0.01,-0.06,0.26,0.1,0.75,6.72,516989504.0,14618730496.0,0.06,Financial Services
ESLT.TA,ELBIT SYSTEMS LTD,163000.0,59.88,,27.22,7169720832.0,0.0,29.35,7.41,518404000.0,73622175744.0,4181419000.0,0.12,0.49,0.0,0.45,0.11,0.03,0.42,2199.64,380573760.0,75537293312.0,0.22,Industrials
9101.T,NIPPON YUSEN KABUSHIKI KAISHA,5230.0,4.89,,1070.58,2537912008704.0,0.0,13.5,3.58,148307000000.0,2978192556032.0,3538049000000.0,0.04,4.59,0.06,-0.53,0.15,0.03,0.3,0.8,,2235322859520.0,-0.08,Industrials
UPM,89980,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8015.T,TOYOTA TSUSHO CORP,3942.0,11.48,,343.35,10361896960000.0,0.0,28.42,7.19,246839000000.0,5217530150912.0,4478081000000.0,0.06,2.79,0.03,,,,0.68,1.56,,4161411743744.0,,Industrials
FNF,"Fidelity National Financial, In",58.25,14.82,,3.93,13621000192.0,0.0,-11.36,-3.29,1680000000.0,-50140000256.0,12303000000.0,0.14,3.45,0.03,-0.09,0.14,0.01,0.5,2.0,,15843999744.0,0.14,Financial Services
ACS,1538592,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
2.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BAER.SW,JULIUS BAER N,57.38,13.63,0.43,4.21,3726500096.0,31.53,0.83,0.23,,1072801792.0,10549300000.0,,4.57,0.05,-0.35,0.13,0.01,0.0,1.75,,11754752000.0,-0.07,Financial Services
CG,The Carlyle Group Inc.,62.23,20.95,1.48,2.97,5038700032.0,14.12,-38.49,-12.62,,32204957696.0,15535200000.0,,2.23,0.0,0.98,0.19,0.05,1.64,3.96,,22340569088.0,0.56,Financial Services
DOCU,"DocuSign, Inc.",69.19,13.15,,5.26,3030753024.0,0.0,41.26,10.06,287022000.0,13164967936.0,2014802000.0,0.14,,0.0,1.14,0.7,0.04,0.07,6.94,1139864064.0,13980739584.0,0.08,Technology
SCG.AX,SCENTRE STAPLED [SCG],3.82,19.1,,0.2,2637100032.0,0.0,15.62,4.11,,36353789952.0,34882200000.0,,4.5,0.04,24.33,0.06,0.03,0.92,1.1,-231112496.0,19897079808.0,0.08,Real Estate
7936.T,ASICS CORP,3490.0,36.49,4.67,95.63,712737030144.0,7.81,67.9,15.47,57475000000.0,2497283883008.0,316676000000.0,0.18,0.8,0.01,,,,0.5,10.48,,2501248024576.0,,Consumer Cyclical
NST.AX,NTH STAR FPO [NST],18.08,22.05,,0.82,5542499840.0,0.0,78.27,17.41,,21269964800.0,9975400000.0,,2.77,0.03,1.55,0.11,0.07,0.18,2.31,655862528.0,25828184064.0,0.28,Basic Materials
FBK,FB Financial Corporation,47.17,24.31,,1.94,410807008.0,0.0,-20.86,-6.29,,1587993856.0,1775615000.0,,1.62,0.02,-0.93,0.06,0.01,0.0,1.34,,2540052480.0,-0.43,Financial Services
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,1161.5,34.16,1.36,0.34,2422000128.0,25.08,26.33,6.7,,12366366720.0,2249000000.0,,1.75,0.0,0.15,0.37,0.09,1.95,1423.41,538000000.0,11096528896.0,0.08,Technology
NBIX,"Neurocrine Biosciences, Inc.",125.01,36.99,,3.38,2509900032.0,0.0,107.79,22.51,528700000.0,11912880128.0,2694300000.0,0.2,,0.0,0.65,0.13,0.09,0.18,4.59,367037504.0,12398680064.0,0.16,Healthcare
OMC,Omnicom Group Inc.,72.94,10.43,1.26,6.99,15910800384.0,8.29,9.8,2.63,2279000000.0,18948847616.0,10791800000.0,0.21,3.85,0.04,-0.22,0.29,0.05,1.29,3.15,1729062528.0,14130156544.0,0.04,Communication Services
COO,"The Cooper Companies, Inc.",70.29,33.96,1.05,2.07,3988199936.0,32.24,33.29,8.3,735800000.0,16493133824.0,10870300000.0,0.07,,0.0,-0.01,0.05,0.04,0.31,1.69,228075008.0,14023768064.0,0.06,Healthcare
TECK.B.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
EPI-A.ST,Epiroc AB ser. A,197.5,26.55,3.77,7.44,63616000000.0,7.03,60.43,14.02,12623000000.0,250408599552.0,38579000000.0,0.33,1.93,0.02,0.03,0.23,0.1,0.55,6.19,10528000000.0,230028263424.0,-0.08,Industrials
ALFA.ST,Alfa Laval AB,420.1,21.64,2.24,19.41,67803000832.0,9.68,63.66,14.65,11149000000.0,182738714624.0,54636000000.0,0.2,2.02,0.02,0.19,0.2,0.08,0.44,4.3,6964250112.0,173638254592.0,-0.04,Industrials
LOGN.SW,LOGITECH N,79.6,23.55,1.98,3.38,4614386176.0,11.88,-16.9,-5.01,674721000.0,10080194560.0,2187252000.0,0.31,1.62,0.02,0.03,0.29,0.11,0.04,5.37,528036992.0,11724761088.0,0.06,Technology
7532.T,PAN PACIFIC INTL HLDGS CORP,5377.0,34.84,5.53,154.32,2215910047744.0,6.3,22.62,5.82,99736000000.0,3513292947456.0,1002934000000.0,0.1,0.93,0.0,,0.16,0.07,0.77,5.36,35776126976.0,3210418585600.0,,Consumer Defensive
DT,"Dynatrace, Inc.",46.24,28.54,2.32,1.62,1776812032.0,12.28,82.76,18.22,199742000.0,12683002880.0,2698286000.0,0.07,,0.0,0.24,0.21,0.03,0.03,5.17,506062752.0,13941637120.0,0.2,Technology
BIRG,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
WSO,"Watsco, Inc.",410.83,32.79,2.63,12.53,7507526144.0,12.48,21.31,5.51,745311000.0,16385949696.0,2665050000.0,0.28,2.88,0.03,0.01,0.2,0.1,0.14,5.64,234139872.0,16969250816.0,-0.04,Industrials
LISP.SW,LINDT PS,11740.0,42.41,0.96,276.82,5700599808.0,44.29,19.26,5.01,,4144206848.0,6033900000.0,,1.27,0.13,-0.13,0.14,0.07,0.36,0.57,411550016.0,26932029440.0,0.07,Consumer Defensive
GGG,Graco Inc.,83.5,29.61,2.74,2.82,2167973888.0,10.81,6.32,1.72,596273000.0,13351912448.0,2529170000.0,0.24,1.31,0.01,-0.04,0.2,0.12,0.02,5.53,462184992.0,13835449344.0,0.03,Industrials
COH.AX,COCHLEAR FPO [COH],309.27,54.64,,5.66,2308900096.0,0.0,49.28,11.76,,20111153152.0,1840500000.0,,1.39,0.01,0.07,0.2,0.12,0.13,10.84,254237504.0,20225359872.0,0.07,Healthcare
AVY,Avery Dennison Corporation,170.81,19.15,2.1,8.92,8737899520.0,9.1,4.13,1.13,1087300000.0,16614536192.0,5751800000.0,0.19,2.21,0.02,0.07,0.32,0.08,1.61,6.06,590249984.0,13320037376.0,-0.01,Consumer Cyclical
WPC,W. P. Carey Inc. REIT,65.88,43.34,,1.52,1636071936.0,0.0,18.89,4.92,661365000.0,22839736320.0,16847849000.0,0.04,5.47,0.05,-0.64,0.04,0.03,1.05,1.76,562558976.0,14427126784.0,0.11,Real Estate
WN.TO,WESTON GEORGE,265.0,34.46,,7.69,62158000128.0,0.0,14.62,3.86,4690000000.0,63169458176.0,21281000000.0,0.22,1.35,0.01,,0.18,0.06,1.85,7.14,3062374912.0,34010365952.0,,Consumer Defensive
STMN.SW,STRAUMANN N,100.95,35.17,1.81,2.87,2503899904.0,19.38,23.84,6.12,,16362890240.0,2240118000.0,,0.93,0.01,2.92,0.24,0.11,0.2,7.89,343462368.0,16096578560.0,0.09,Healthcare
EG,"Everest Group, Ltd.",329.8,17.24,,19.13,17716000768.0,0.0,51.1,12.14,1043000000.0,13015897088.0,18608000000.0,0.06,2.44,0.02,-0.06,0.06,0.01,0.24,0.92,5383374848.0,13832899584.0,0.08,Financial Services
WRT1V,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
4507.T,SHIONOGI & CO,2639.0,13.17,,200.4,440495013888.0,0.0,30.77,7.73,88496000000.0,2012307652608.0,1361924000000.0,0.06,2.52,0.02,0.28,0.13,0.07,0.02,1.63,,2245493522432.0,0.02,Healthcare
9503.T,KANSAI ELECTRIC POWER CO INC,1984.5,4.55,,435.99,4270754103296.0,0.0,52.08,12.34,143880000000.0,6058612359168.0,6972675000000.0,0.02,3.02,0.03,,0.15,0.03,1.42,0.71,,2210812395520.0,,Utilities
ALLE,Allegion plc,163.72,22.74,1.99,7.2,3876600064.0,11.44,31.55,7.91,835800000.0,15628392448.0,3853700000.0,0.22,1.25,0.01,0.03,0.39,0.11,1.25,7.87,548974976.0,14054788096.0,0.06,Industrials
HEN3,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
WTC.AX,WISETECH FPO [WTC],115.07,123.73,,0.93,698656064.0,0.0,105.26,22.09,,38157447168.0,2293400000.0,,0.17,0.0,0.38,0.13,0.09,0.03,24.54,114992960.0,38505070592.0,0.16,Technology
URW,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
UTHR,United Therapeutics Corporation,301.5,11.68,,25.81,3077799936.0,0.0,70.71,16.01,1648400000.0,10587018240.0,7173600000.0,0.23,,0.0,0.11,0.19,0.13,0.0,1.9,811049984.0,13635729408.0,0.12,Healthcare
11.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8473.T,SBI HOLDINGS INC,6378.0,12.44,,512.79,1556381040640.0,0.0,89.06,19.34,67570000000.0,-1214961287168.0,6982796000000.0,0.01,2.67,0.03,2.96,,,3.2,1.47,,2105243860992.0,0.34,Financial Services
IAG.AX,INSUR.AUST FPO [IAG],8.54,16.75,,0.51,16826999808.0,0.0,49.19,11.75,,10089639936.0,9159000000.0,,2.81,0.03,0.91,0.2,0.06,0.39,2.88,1731250048.0,20199491584.0,0.11,Financial Services
SCHP.SW,SCHINDLER PS,297.4,32.4,3.46,9.18,11130000384.0,9.38,0.0,0.0,1323000000.0,27254466560.0,4805000000.0,0.28,2.01,0.02,0.05,0.22,0.07,0.15,6.51,1214625024.0,31258523648.0,-0.06,Industrials
